BatchID,THC,CBD,BMyrcene,BCaryophyllene,DLimonene,APinene,BPinene,AHumulene,terpinolene,Camphene,ATerpinene,GTerpinene,ATerpineol,d3Carene,Fenchol,Fenchone,APhellandrene,linalool,Ocimene,CaryophylleneOxide,cisNerolidol,Eucalyptol,Geraniol,Guaiol,Isopulegol,pCymene,transNerolidol,ABisabolol
781,241.47665,0.46,7.83,1.12,0.35,1.47,0.58,0.3,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.44,0,0,0,0
782,220.02087,0.57,6.9,2.98,1.19,0,0.26,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0
783,236.90778,0.5,9.13,3.01,1.24,0,0.24,0.77,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.95,0
784,221.48638,0.39,11.68,2.58,1.44,0.17,0.34,0.77,0,0.04,0,0,0,0,0,0,0,0.28,0,0.07,0,0,0,0,0,0,0.53,0.22
785,272.99313,0.48,9.91,1.48,0.82,0,2.84,0.49,0,0,0,0,0,0,0,0,0,0.6,0.74,0,0,0,0,0,0,0,0.3,0.59
786,227.25286,0.74,1.61,2.54,2.95,0.32,0.53,0.65,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,1.54,0.47
787,201.58795,0.28,1.99,2.48,3.13,0.33,0.47,0.71,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0.71,0.29
788,236.42704,0.42,8.31,1.46,0.21,0,0.03,0.2,0,0,0,0,0,0,0,0,0,1.15,0.03,0,0,0,0,0,0,0,0.4,0.08
789,227.26624,0.4,1.26,1.88,2.67,0.7,0.71,0.41,0,0,0,0,0,0,0,0,0,0.64,0.42,0,0,0,0,0.31,0,0,0,0
790,281.30639,1.52,1.23,3.86,2.6,0.65,0.67,1.03,0,0,0,0,0,0,0,0,0,0.86,0.72,0,0,0,0,0.62,0,0,0,0
791,194.55843,0.16,1.47,2.17,2.93,1.21,0.96,0.59,0.03,0.12,0,0,0,0,0,0,0,1.06,0.59,0,0,0,0,0.63,0,0,0,0.23
792,206.71006,0.37,2.23,1.56,3.15,0.52,0.67,0.45,0,0,0,0,0,0,0,0,0,0.52,0.18,0,0,0,0,0,0,0,0.41,0.38
793,241.4997,0.47,4.17,1.69,0.52,2.88,1.3,0.58,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.29,0.16
794,228.68341,0.46,1.76,5.39,2.23,0.24,0.37,1.9,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.87,0.27
795,260.89104,0.5,3.03,5.09,0.86,0.11,0.18,2.28,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.43,0
796,160.92151,0.44,0.79,0.34,0.52,1.9,1.38,0.12,6.89,0,0.23,0.16,0,0.52,0,0,0,0.26,0.79,0,0,0,0,0.43,0,0,0.1,0
797,220.36859,0.44,0.86,2.35,1.99,0.49,0.5,0.64,0,0,0,0,0,0,0,0,0,0.65,0.41,0,0,0,0,0.44,0,0,0,0.21
798,167.16034,0.3,1.8,2.92,3.84,0.73,0.75,0.85,0.1,0.12,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.67,0.52
799,254.51354,0.48,6.78,1.45,1.54,1.55,0.88,0.41,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.21,0.24
800,262.93035,0.5,0.67,5.61,1.19,0.15,0.23,1.87,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.34,0.25
801,241.20607,0.44,2.73,3.65,3.44,0.31,0.51,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.2
802,294.45496,0.72,4.72,4.64,4.42,0.47,0.87,1.22,0.06,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.21
803,214.99313,0.61,5.94,0.77,0.52,0.87,0.58,0.22,3.37,0.03,0.13,0.1,0,0.31,0,0,0,0.56,0.69,0.05,0,0.04,0,0,0.02,0,0.1,0
804,294.70884,0.33,11.53,3.43,2.22,0.26,0.51,0.62,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,1.26,0,0.18,0
805,259.12687,0.49,6.69,2.72,1.34,0.2,0.47,0.66,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.68,0,0.2,0
806,237.10046,0.68,1.02,9.45,2.12,0.15,0.44,3.05,0,0,0,0,0,0,0,0,0,1.65,0,1.04,0,0.28,0,0,0,0,0.63,0.6
807,224.93966,0.19,0.75,3.71,1.35,0,0.29,1.15,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0.38,0
808,249.91645,0.32,0.63,4.58,1.21,0.28,0.35,1.63,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0.56,0.37
809,232.5958,0.39,1.07,0.91,0.26,0.31,0.44,0.57,3.16,0,0,0,0,0.26,0,0,0,0,0.62,0,0,0,0,0,0,0,0.29,0
810,279.86254,0.78,10.4,2.25,1.9,0.28,0,0.44,0.02,0.08,0.01,0.01,0,0,0,0,0,0.73,0.07,0.04,0,0.01,0.01,0,0.75,0,0.11,0
811,329.83511,0.64,8.61,3.29,1.5,0.25,0.29,0.62,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.84,0,0.29,0
812,296.7107,0.67,5.48,3.03,1.31,0.17,0.3,0.62,0,0.04,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.44,0,0.19,0
813,259.91436,0.42,2.07,3.11,2.72,0.37,0.5,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0
814,252.99044,0.59,4.14,6.33,4.63,0.39,0.68,1.56,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.26
815,289.09043,0.21,11.93,2.29,1.8,0,0.38,0.57,0,0,0,0,0,0,0,0,0,1.59,0.43,0,0,0,0,0,0,0,0.2,0
816,269.49089,0.59,2.06,2.93,3.68,0.45,0.75,0.76,0,0.14,0,0,0,0,0,0,0,2.36,0.03,0,0,0,0,0,0,0,0.37,0.2
817,285.20182,0.18,8.29,0.61,0.96,1.46,0.81,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0
818,9.24743,219.17732,8,0.35,0.46,0.86,0.32,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0.27,0,0,0,0
819,10.64,241.39212,4.52,0,0.3,0.44,0,0,0,0,0,0,0,0,0,0,0,0.34,0.37,0,0,0,0,0,0,0,0,0
820,245.36821,0.98,8.94,2.95,1.94,0.48,0.76,1.03,0,0,0,0,0,0,0,0,0,1.76,0.49,0,0,0,0,1.02,0,0,0.77,0
821,198.39665,0.14,1.38,1.18,2.98,0.94,0.83,0.26,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0.36,0
822,249.20367,0.45,2.86,3.84,2.39,0.25,0.38,1.08,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0.41,0
823,242.86409,0.55,0.24,4.23,2.58,0.35,0.55,1.17,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0.37,0.2
824,250.43548,0,0,2.89,1.88,0,0.31,0.83,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0.18,0
825,893.18507,1.02,5.16,15.64,5.51,0.36,0.63,4.65,0.8,0,0,0,0,0,0,0,0,2.2,0.81,0,0,0,0,0.36,0.47,0,1.27,0.65
826,852.72188,1.3,2.86,17.74,5.64,0.36,0.62,4.91,1.42,0,0,0,0,0,0,0,0,1.4,0.33,0,0,0,0,0,0,0,0.29,1.86
827,951.64196,0,12.15,6.25,10.15,0.79,1.15,1.4,5.33,0,0,0,0,0.28,0,0,0,2.66,0.44,0,0,0,0,0,0,0,0.43,0
828,926.75485,0,6.39,1.56,1.32,0.39,0.41,0.46,2.29,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0.18,0
829,959.45357,0,3.63,1.62,1.52,0.46,0.47,0.43,2.94,0,0,0,0,0.24,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0
830,714.73746,1.94694,23.39,5.64,16.07,3.24,3.19,1.12,1.89,0.37,0,0,0,0,0,0,0,1.25,1.42,0,0,0,0,0,0.38,0,0.2,0
831,732.76858,1.72769,16.1,6.75,15.73,1.8,2.42,1.35,2.48,0,0,0,0,0,0,0,0,1.09,0.5,0,0,0,0,0,0,0,0,0
832,759.89419,1.42074,9.17,4.24,16.78,1.75,2.5,0.9,4.55,0.33,0,0,0,0,0,0,0,1.19,1.13,0,0,0,0,0,0,0,0,0
833,759.62232,1.4032,16.38,3.28,16.38,1.14,2.08,0.65,1.15,0.33,0,0,0,0,0,0,0,2.42,0.24,0,0,0,0,0,0,0,0.27,0
834,755.17593,1.48213,5.72,4.51,19.2,2.07,2.89,0.85,3.63,0,0,0,0,0.28,0,0,0,2.36,1.68,0,0,0,0,0,0,0,0,0
835,738.81988,1.45582,5.64,2.81,17.08,2.92,2.88,0.61,0.51,0.39,0,0,0,0,0,0,0,0.68,1.98,0,0,0,0,0,0,0,0,0
836,757.61399,2.4556,10.32,3.95,12.19,1.35,2.35,0.82,14.59,0,0.43,0,0,0.89,0,0,0,1.02,0.88,0,0,0,0,0,0,0,0.21,0
837,760.77119,1.4909,18.92,4.41,13.32,3.05,2.94,0.95,6.35,0,0.33,0,0,0.35,0,0,0,1.07,0.86,0,0,0,0,0,1.04,0,0.31,0
838,773.19828,1.50844,10.39,3.68,19.3,1.38,2.54,0.74,0.83,0.37,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0
839,745.2746,1.34181,6.06,5.15,24.52,2.45,3.08,1.06,2.7,0,0,0,0,0,0,0,0,1.8,1.22,0,0,0,0,0,0,0,0,0
840,731.00581,1.48213,10.2,2.26,14.66,2.08,2.18,0.47,0.98,0,0,0,0,0,0,0,0,1.72,1,0,0,0,0,0,0,0,0,0
841,725.37547,1.39443,6.91,2.35,9.4,1.61,1.93,0.46,12.69,0,0,0,0,0.6,0,0,0,1.08,2.45,0,0,0,0,0,0,0,0,0
842,736.61861,1.62245,6.26,1.54,6.01,0.82,1.51,0.3,21.11,0,0.48,0.35,0,1.02,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0
843,808.90459,1.46,2.6,20.89,7.43,0.43,0.76,6.1,0.95,0,0,0,0,0,0,0,0,2.38,0.36,0,0,0,0,0.64,0,0,2.34,1.12
844,779.40068,1.31,11.68,14.07,8.43,0.9,1.2,3.54,0.74,0,0,0,0,0,0,0,0,2.95,0.52,0,0,0,0,1.71,0,0,1.21,2.02
845,823.71631,1.53,2.25,19.3,5.8,0.34,0.57,5.72,1.95,0,0,0,0,0,0,0,0,2.3,0.49,0,0,0,0,1.11,0,0,2.59,0.92
846,787.90855,1.39,2.33,20.61,6.31,0.44,0.7,5.37,2.4,0,0,0,0,0,0,0,0,1.46,0.76,0,0,0,0,0.71,0.67,0,1.2,1.68
847,814.64476,1.27,8.48,15.09,6.01,1.01,1.08,4.29,6.7,0,0,0,0,0.24,0,0,0,2.53,1.85,0,0,0,0,1.05,1.04,0,1.84,1
848,820.51312,1.5,5.01,20.8,8.25,0.63,0.95,7.4,2.38,0,0,0,0,0,0,0,0,3.61,0.57,0,0,0,0,0,0,0,2.64,1.06
849,788.3272,1.3,3.49,12.18,7.92,0.51,0.91,3.09,2.96,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,1.9,0,0,1.42,0.64
850,747.30047,1.58737,14.18,7.08,19.67,2.01,2.8,1.32,1.43,0,0,0,0,0,0,0,0,1.02,0.63,0,0,0,0,0,0,0,0,0
851,757.14041,1.47336,13.91,3.17,14.77,2.46,2.77,0.64,5.78,0.35,0,0,0,0.33,0,0,0,1.18,0.64,0,0,0,0,0,0,0,0.2,0
852,748.67736,1.45582,9.46,3.11,9.46,0.99,1.94,0.57,21.21,0,0.5,0,0,1.08,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0
853,748.56335,1.5786,21.56,3.29,14.67,3.3,3.24,0.67,6.95,0.29,0.32,0,0,0.38,0,0,0,0.84,1.02,0,0,0,0,0,0.88,0,0.22,0
854,735.42589,1.89432,10.34,3.22,9.54,1.28,2.35,0.65,33.66,0,0.79,0.56,0,1.6,0,0,0,0.74,0,0,0,0,0,0,0,0,0.25,0
855,730.25159,1.30673,7.46,3.23,16.81,2.13,2.86,0.66,10.37,0.3,0.3,0,0,0.57,0,0,0,0.49,0.72,0,0,0,0,0,0,0,0,0
856,727.41888,1.19272,9.57,2.64,12.26,2.06,2.57,0.51,16.44,0,0.43,0,0,0.78,0,0,0,1.21,3.24,0,0,0,0,0,0,0,0,0
857,781.46708,1.24,10.84,36.78,8.63,0.58,0.96,11.21,0.89,0,0,0,0,0,0,0,0,2.77,1.23,0,0,0,0,0.79,0,0,2.48,1.21
858,853.85018,1.45,1.63,13.78,5.75,0.61,0.75,3.55,0.74,0,0,0,0,0,0,0,0,1.21,0.87,0,0,0,0,0,0,0,0.54,0.71
859,837.29396,1.39,6.7,22.03,11.86,0.92,1.5,5.95,2.53,0,0,0,0,0,0,0,0,3.89,0.88,0,0,0,0,0,0,0,2.45,1.81
860,781.91391,1.71294,6.02,11.91,7.87,0.71,1.37,3.1,21.3,0,0.47,0.44,0,0.76,0,0,0,1.24,0.48,0,0,0,0,1.22,0.5,0,1.93,1.02
861,820.90046,1.54,5.42,18.55,12.18,1,1.48,5.74,2.8,0,0,0,0,0,0,0,0,2.76,1.41,0,0,0,0,1.35,0,0,1.07,0.98
862,874.66487,1.3,3.15,14.74,7.03,0.4,0.72,3.65,0.7,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,1.13,0.76
863,860.34976,0.95,4.52,14.41,6.3,0.45,0.76,5.26,2.1,0,0,0,0,0,0,0,0,2.07,0.49,0,0,0,0,0,0,0,2.96,0
864,845.4607,2.29,2.76,16.87,8.95,1.11,1.26,4.53,1.85,0,0,0,0,0,0,0,0,1.57,0.48,0,0,0,0,1.15,0,0,0.65,0.89
865,994.67309,0,7.05,4.08,4.18,0.62,1.25,0.84,16.16,0,0.38,0.22,0,0.89,0,0,0,1.27,0.61,0,0,0,0,0,0.22,0,0.17,0
866,996.26865,0,3.12,1.24,0.83,0.23,0.37,0.35,4.87,0,0.14,0,0,0.27,0,0,0,0.26,1.24,0,0,0,0,0,0,0,0.15,0
867,968.53801,0.13,17.56,3.4,10.47,1.8,1.98,0.7,3.63,0.26,0.18,0,0,0.19,0,0,0,1.71,0.75,0,0,0,0,0,0,0,0.2,0
868,763.5162,1.74523,10.16,3.54,17.28,2.53,2.88,0.73,2.32,0.36,0,0,0,0,0,0,0,0.71,1.29,0,0,0,0,0,0,0,0,0
